Text
وفاةً 7 مشجعينٌ وإصابةٍ 30 آخرينُ , في حادثُ تصادمً حافلةٌ بخليجيٍ 25
أبوظبيً أكثرُ مدن العالم أمانا والرياض 56 والكويت 79 والقاهرة 257
أبوظبي أكثر مدن العالم أمانا والرياض 56 والكويت 79 والقاهرة 257
